Codigo,Apelido,Razao Social,Endereco,Bairro,Cidade,ES,CEP,DDD/TEL/FAX,CNPJ,INSC.Estadual,Contato,Email,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12,order_13,order_14,order_15,order_16,order_17,order_18,order_19,order_20,order_21,order_22,order_23,order_24,order_25,order_26,order_27,order_28,order_29,order_30,order_31,order_32,order_33,order_34,order_35,order_36,order_37,order_38,order_39,order_40,order_41,order_42,order_43,order_44,order_45,order_46,order_47,order_48,order_49,order_50,last_order
713,FANTASIA CONFECÇÕES,FANTASIA CONFECCOES LTDA ME,"RUA DOM PEDRO II, 118 LOJA 01",GLORIA,VILA VELHA,ES,29122-300,27 / 3239-9074 / 3239-4976,30.686.851/0001-09,081.126.91-3,,beup2@ig.com.br,"['B1132A', '033809', '15/05/2017', '783.00', '142', 'Intercommerce']","['0F1133', '064875', '11/05/2017', '155.00', '31', 'Singular(F)']","['1127BB', '042724', '27/03/2017', '55.60', '11', 'Singular']","['AA1124', '033113', '15/03/2017', '57.00', '11', 'Intercommerce']","['001123', '033088', '14/03/2017', '356.50', '61', 'Intercommerce']","['0M7488', '042340', '01/03/2017', '50.50', '11', 'Singular']","['JA1117', '062807', '03/02/2017', '107.00', '21', 'Singular(F)']","['001084', '031390', '29/11/2016', '279.50', '41', 'Intercommerce']","['0T1083', '031252', '22/11/2016', '104.50', '21', 'Intercommerce']","['JA1076', '061583', '11/11/2016', '60.80', '31', 'Singular(F)']","['001075', '030942', '11/11/2016', '750.50', '112', 'Intercommerce']","['PRE110', '030819', '07/11/2016', '316.00', '61', 'Intercommerce']","['0M3444', '039392', '19/09/2016', '104.20', '21', 'Singular']","['0M3440', '039168', '06/09/2016', '163.00', '31', 'Singular']","['0M3442', '039149', '05/09/2016', '210.00', '41', 'Singular']","['001049', '028650', '07/06/2016', '112.00', '31', 'Intercommerce']","['0M0265', '028610', '01/06/2016', '266.50', '51', 'Intercommerce']","['0Q1047', '036757', '06/05/2016', '275.50', '51', 'Singular']","['0L4847', '026487', '03/12/2015', '183.00', '31', 'Intercommerce']","['PRE089', '025825', '27/10/2015', '111.00', '21', 'Intercommerce']","['0AA979', '034772', '23/10/2015', '396.50', '81', 'Singular']","['098000', '055586', '22/10/2015', '248.20', '61', 'Singular(F)']","['00A960', '033232', '03/08/2015', '53.00', '11', 'Singular']","['JAI959', '054185', '03/08/2015', '313.00', '61', 'Singular(F)']","['00JA76', '032220', '16/06/2015', '70.00', '11', 'Singular']","['00B937', '031805', '28/05/2015', '511.70', '91', 'Singular']","['JAI936', '052827', '28/05/2015', '476.20', '102', 'Singular(F)']","['00916A', '030917', '23/04/2015', '126.00', '21', 'Singular']","['000915', '024379', '22/04/2015', '229.00', '41', 'Intercommerce']","['000917', '051790', '15/04/2015', '97.50', '21', 'Singular(F)']","['0K8670', '023729', '17/03/2015', '432.00', '71', 'Intercommerce']","['0K8671', '051007', '12/03/2015', '397.00', '81', 'Singular(F)']","['000875', '029478', '19/02/2015', '990.80', '182', 'Singular']","['00A878', '023293', '19/02/2015', '98.50', '21', 'Intercommerce']","['000879', '023288', '19/02/2015', '492.10', '91', 'Intercommerce']","['JAI877', '050603', '18/02/2015', '392.40', '112', 'Singular(F)']",,,,,,,,,,,,,,,2017-05-15
723,FE MODAS,FE MODAS INDUSTRIA DO VESTUARIO LTDA,"RUA MATARAZZO, 55",BOM RETIRO,SÃO PAULO,SP,01128-010,011 / 3352-3461 / 3331 0273,59.801.779/0001-97,108.279.273.119,IGA /DORA,recebimento@controvento.com.br,"['003943', '077328', '15/03/2019', '10.00', '31', 'Singular(F)']","['003942', '063465', '15/03/2019', '4.00', '21', 'Singular']","['FM3671', '077180', '08/03/2019', '10.00', '21', 'Singular(F)']","['B83463', '060209', '05/12/2018', '4.00', '31', 'Singular']","['0Q2391', '073201', '24/10/2018', '382.70', '81', 'Singular(F)']","['B38279', '040610', '11/04/2018', '193.00', '31', 'Intercommerce']","['0P1881', '049791', '15/03/2018', '147.70', '21', 'Singular']","['B68051', '003990', '14/03/2018', '114.00', '21', 'Intercommerce(F)']","['B65699', '048661', '07/02/2018', '169.00', '41', 'Singular']","['B65698', '039538', '07/02/2018', '122.20', '21', 'Intercommerce']","['B70061', '048487', '02/02/2018', '2.00', '11', 'Singular']","['B69897', '003368', '31/01/2018', '49.90', '21', 'Intercommerce(F)']","['B69895', '003319', '29/01/2018', '158.00', '31', 'Intercommerce(F)']","['B70060', '048309', '26/01/2018', '199.80', '31', 'Singular']","['B69888', '003082', '17/01/2018', '37.70', '21', 'Intercommerce(F)']","['B69882', '048121', '16/01/2018', '97.00', '21', 'Singular']","['B69881', '038706', '16/01/2018', '185.50', '31', 'Intercommerce']","['B69864', '048011', '10/01/2018', '153.00', '31', 'Singular']","['B65268', '047689', '05/12/2017', '149.00', '31', 'Singular']","['GF3392', '002716', '04/12/2017', '2.00', '11', 'Intercommerce(F)']","['GF3386', '047518', '28/11/2017', '259.00', '51', 'Singular']","['GF3368', '037708', '13/11/2017', '13.00', '61', 'Intercommerce']","['GF3305', '046676', '11/10/2017', '354.00', '61', 'Singular']","['0N4241', '046091', '27/09/2017', '271.50', '61', 'Singular']","['B69162', '001705', '21/09/2017', '40.00', '21', 'Intercommerce(F)']","['B64374', '001510', '04/09/2017', '3.00', '11', 'Intercommerce(F)']","['0N1150', '036177', '25/08/2017', '254.00', '51', 'Intercommerce']","['GF3255', '045074', '18/08/2017', '2.00', '11', 'Singular']","['GF3254', '036013', '18/08/2017', '2.00', '11', 'Intercommerce']","['B60754', '033478', '12/04/2017', '461.00', '71', 'Intercommerce']","['AA5954', '042314', '24/02/2017', '112.60', '51', 'Singular']","['B55929', '032422', '07/02/2017', '3.00', '11', 'Intercommerce']","['GF2780', '062228', '12/12/2016', '20.20', '11', 'Singular(F)']","['GF2638', '062031', '05/12/2016', '1.00', '11', 'Singular(F)']","['GF2723', '061846', '24/11/2016', '66.80', '31', 'Singular(F)']","['GF2672', '061520', '09/11/2016', '84.00', '21', 'Singular(F)']","['GF2638', '030662', '04/11/2016', '1.00', '11', 'Intercommerce']","['GF2637', '030579', '28/10/2016', '2.50', '41', 'Intercommerce']","['GF2584', '060895', '05/10/2016', '626.00', '122', 'Singular(F)']","['B45620', '038958', '29/08/2016', '1634.50', '312', 'Singular']","['0M2744', '038801', '23/08/2016', '506.20', '142', 'Singular']","['B48211', '028705', '20/06/2016', '353.00', '71', 'Intercommerce']","['B49825', '028672', '10/06/2016', '300.00', '61', 'Intercommerce']","['0M0218', '028601', '01/06/2016', '617.00', '122', 'Intercommerce']","['B50118', 'Corte', '16/05/2016', '1.00', '11', 'Singular']","['B45557', '058350', '29/04/2016', '155.50', '112', 'Singular(F)']","['B40958', 'Corte', '07/04/2016', '1.50', '11', 'Intercommerce']","['B34696', '027396', '01/02/2016', '98.50', '21', 'Intercommerce']",,,2019-03-15
730,FERLA CONFEC,FERLA CONFECCOES LTDA,"RUA CONEGO DA ROCHA FRANCO, 366",GUTIERREZ,BELO HORIZONTE,MG,30441-045,031 / 3225.0916 / ,17.317.447/0001-91,062.355.115.0027,ANGELA,financeiro.madreperola@uol.com.br,"['002681', 'Corte', '02/02/2016', '2.00', '11', 'Singular(F)']","['002670', '056854', '21/01/2016', '97.00', '21', 'Singular(F)']","['002650', '035197', '14/12/2015', '530.50', '102', 'Singular']","['002649', '056532', '14/12/2015', '10.00', '11', 'Singular(F)']","['002636', '035076', '02/12/2015', '406.50', '81', 'Singular']","['002637', '056269', '30/11/2015', '371.70', '71', 'Singular(F)']","['0B2634', '056146', '24/11/2015', '420.00', '91', 'Singular(F)']","['002630', '056020', '16/11/2015', '200.50', '41', 'Singular(F)']","['002631', '034945', '13/11/2015', '218.80', '41', 'Singular']","['002626', 'Corte', '09/11/2015', '2.00', '11', 'Singular(F)']","['002628', 'Corte', '09/11/2015', '2.00', '11', 'Intercommerce']","['002588', '054995', '17/09/2015', '200.00', '41', 'Singular(F)']","['0L3106', '034134', '09/09/2015', '133.20', '91', 'Singular']","['0L3107', '034081', '04/09/2015', '63.80', '31', 'Singular']","['002580', '033700', '28/08/2015', '317.00', '71', 'Singular']","['002578', '054421', '17/08/2015', '204.00', '31', 'Singular(F)']","['NE2568', '054195', '03/08/2015', '53.00', '11', 'Singular(F)']","['002562', '054106', '27/07/2015', '3.00', '11', 'Singular(F)']","['002564', '032953', '24/07/2015', '104.50', '21', 'Singular']","['0L2512', '032618', '15/07/2015', '109.50', '21', 'Singular']","['002534', '053026', '10/06/2015', '200.60', '71', 'Singular(F)']","['002502', '052149', '29/04/2015', '550.10', '102', 'Singular(F)']","['002436', '029749', '02/03/2015', '116.00', '21', 'Singular']","['002374', '028717', '14/01/2015', '998.00', '212', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-02
739,FILLITY MODAS,FILLITY MODAS E CONFECOES LTDA,"RUA PROFESSOR VAHIA DE ABREU, 339",VILA OLIMPIA,SÃO PAULO,SP,04549-000,011 / 3044-1325 / ,59.708.412/0002-04,112.706.907.118,BIA,fillity@fillity.com.br,"['B45560', '028498', '27/04/2016', '66.40', '31', 'Intercommerce']","['B40966', '028265', '24/03/2016', '3.00', '11', 'Intercommerce']","['B40967', '028251', '24/03/2016', '363.30', '162', 'Intercommerce']","['B37682', '057292', '23/02/2016', '2.00', '11', 'Singular(F)']","['B37680', '027583', '19/02/2016', '8.00', '31', 'Intercommerce']","['GF2094', '035006', '19/11/2015', '52.00', '11', 'Singular']","['GE2049', '034838', '30/10/2015', '115.00', '21', 'Singular']","['GE2014', '055353', '09/10/2015', '126.00', '21', 'Singular(F)']","['GE2008', '055324', '07/10/2015', '188.00', '21', 'Singular(F)']","['1999GE', '055224', '01/10/2015', '1.80', '21', 'Singular(F)']","['GE1927', '025419', '28/08/2015', '448.50', '81', 'Intercommerce']","['GE1900', '025359', '18/08/2015', '267.50', '51', 'Intercommerce']","['E1903A', '033595', '18/08/2015', '2.00', '11', 'Singular']","['E1901A', '033594', '18/08/2015', '207.00', '41', 'Singular']","['GE1902', '054465', '18/08/2015', '9.40', '41', 'Singular(F)']","['GE1850', '032981', '29/07/2015', '237.00', '51', 'Singular']","['GE1851', '054092', '27/07/2015', '53.00', '11', 'Singular(F)']","['B21983', '032546', '10/07/2015', '61.00', '11', 'Singular']","['1786GE', '032283', '17/06/2015', '98.00', '21', 'Singular']","['GE1787', '053152', '17/06/2015', '156.00', '31', 'Singular(F)']","['GE1785', '053154', '17/06/2015', '9.00', '31', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-27
743,FIRENZE (SP),FIRENZE TECIDOS LTDA,"RUA AUGUSTA, 2781",CERQUEIRA CESAR,SÃO PAULO,SP,01413-100,011 / 3088.2228 / ,54.633.219/0001-57,103.509.990.113,ABRAO,firenze@firenzetecidos.com.br,"['B23831', '058528', '13/05/2016', '61.00', '31', 'Singular(F)']","['0L7024', '036587', '12/04/2016', '48.50', '11', 'Singular']","['B23810', '027353', '29/01/2016', '15.00', '11', 'Intercommerce']","['B29726', '054540', '21/08/2015', '23.50', '11', 'Singular(F)']","['B29725', '054539', '21/08/2015', '20.00', '11', 'Singular(F)']","['B29720', '054391', '13/08/2015', '51.50', '21', 'Singular(F)']","['B20504', '023235', '13/02/2015', '25.00', '11', 'Intercommerce']","['B11736', '022781', '20/01/2015', '25.00', '11', 'Intercommerce']","['B11730', '049964', '08/01/2015', '75.90', '31', 'Singular(F)']","['A11731', '022576', '06/01/2015', '50.00', '21', 'Intercommerce']","['B11731', '028584', '06/01/2015', '24.00', '11', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-13
754,FOLIE DOUCE,FOLIE DOUCE MODAS LTDA,"RUA JOSÉ PAULINO, 135/139",BOM RETIRO,SAO PAULO,SP,01120-001,011 / 3361-3105 / ,02.983.303/0001-05,115.532.254.119,,foliedouce135@gmail.com,"['B32244', '070248', '29/06/2018', '32.90', '31', 'Singular(F)']","['B38032', '004708', '29/06/2018', '47.60', '41', 'Intercommerce(F)']","['B65844', '003566', '14/02/2018', '1267.00', '162', 'Intercommerce(F)']","['B65845', '003565', '14/02/2018', '40.30', '41', 'Intercommerce(F)']","['B65846', '067455', '14/02/2018', '1234.00', '202', 'Singular(F)']","['B65849', '067463', '14/02/2018', '7.50', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-29
759,FOR YETT S,CONFECCOES FOR YETT S IMPORTADORA E EXPORTADORA LT,"RUA TALMUD THORA, 153",BOM RETIRO,SÃO PAULO,SP,01126-020,011 / 3331-4077 / 3331-4033,72.026.586/0001-74,113.773.078.115,SOFIA,foryetts.simone@hotmail.com,"['B40031', '058244', '25/04/2016', '5.00', '11', 'Singular(F)']","['B41714', '057616', '15/03/2016', '182.20', '41', 'Singular(F)']","['B41209', '035873', '29/02/2016', '2.00', '11', 'Singular']","['B41213', '027742', '29/02/2016', '8.00', '41', 'Intercommerce']","['B37963', '057136', '12/02/2016', '2.00', '11', 'Singular(F)']","['B26535', '053137', '16/06/2015', '4.00', '21', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-25
775,FRUTO PROIBIDO,FRUTO PROIBIDO COMERCIAL & INDUSTRIAL EIRELI,"RUA TAMANDARE, 268",JOAO PINHEIRO,BELO HORIZONTE,MG,30530-240,31 / 3314-7474 / 3314-7473,66.320.789/0001-76,062.769.497-0048,,compras.grupoclaudiarabelo@gmail.com,"['R14726', '087943', '12/03/2020', '92.10', '41', 'Singular(F)']","['14726B', '087437', '27/02/2020', '92.10', '41', 'Singular(F)']","['014726', '087289', '19/02/2020', '92.10', '41', 'Singular(F)']","['0R6809', '086653', '05/02/2020', '63.60', '31', 'Singular(F)']","['013811', '071288', '31/01/2020', '1482.00', '762', 'Singular']","['011900', '069908', '29/11/2019', '360.00', '182', 'Singular']","['009166', '067978', '20/09/2019', '5.00', '11', 'Singular']","['007447', '043340', '26/07/2019', '413.00', '81', 'Intercommerce']","['007431', '043335', '26/07/2019', '852.00', '162', 'Intercommerce']","['FP7359', '080538', '26/07/2019', '1117.00', '222', 'Singular(F)']","['007358', '043315', '24/07/2019', '868.00', '162', 'Intercommerce']","['007360', '043316', '24/07/2019', '1832.50', '362', 'Intercommerce']","['0Q8059', '064317', '16/04/2019', '600.00', '302', 'Singular']","['1108FP', '075356', '17/01/2019', '20.00', '11', 'Singular(F)']","['0FRUT0', '072563', '02/10/2018', '124.60', '31', 'Singular(F)']","['B76144', '071740', '27/08/2018', '35.50', '11', 'Singular(F)']","['RUTO01', '068396', '29/03/2018', '1.24', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-12
780,G COMERCIO,G COMERCIO DE ROUPAS LTDA,"RUA DOS CARIRIS, 63",PINHEIROS,SAO PAULO,SP,05422-020,011 / 3186-5768 / 3186-5776,44.072.304/0001-30,109.310.341.110,ELIAS,compras@gloriacoelho.com.br,"['0Q1130', '058520', '19/10/2018', '3.00', '11', 'Singular']","['0Q1131', '058131', '15/10/2018', '3.00', '11', 'Singular']","['B78895', '072263', '20/09/2018', '3.00', '11', 'Singular(F)']","['B78893', '057096', '19/09/2018', '3.00', '11', 'Singular']","['GF4443', '038701', '16/01/2018', '9.00', '31', 'Intercommerce']","['GF4444', '048125', '16/01/2018', '3.00', '11', 'Singular']","['GF4445', '002952', '08/01/2018', '1.10', '11', 'Intercommerce(F)']","['0N5162', '037189', '10/10/2017', '20.00', '21', 'Intercommerce']","['B67748', '035659', '08/08/2017', '1.00', '11', 'Intercommerce']","['B67749', '035660', '08/08/2017', '3.00', '11', 'Intercommerce']","['B66318', '035387', '28/07/2017', '3.50', '11', 'Intercommerce']","['B66317', '044640', '28/07/2017', '3.50', '11', 'Singular']","['B66315', '000887', '25/07/2017', '5.50', '21', 'Intercommerce(F)']","['GE1915', '054703', '31/08/2015', '62.00', '11', 'Singular(F)']","['1750GE', '052912', '02/06/2015', '889.80', '182', 'Singular(F)']","['GE1424', '029559', '24/02/2015', '337.00', '61', 'Singular']","['B22294', '029335', '10/02/2015', '5.00', '21', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-19
785,G.E.P.,G.E.P. INDUSTRIA E COMERCIO LTDA,"RUA RAUL SADDI, 88",BUTANTA,SÃO PAULO,SP,05503-010,011 / 3038-0200 / 3038-0370,61.075.594/0001-94,103.771.904.113,,sara.gomes@gep.com.br,"['B78437', '072531', '02/10/2018', '2.00', '11', 'Singular(F)']","['B77696', '056518', '03/09/2018', '8.00', '21', 'Singular']","['B76173', '071415', '16/08/2018', '1.90', '11', 'Singular(F)']","['0P8663', '054834', '07/08/2018', '5207.50', '1083', 'Singular']","['0P8187', '054833', '07/08/2018', '2223.90', '432', 'Singular']","['B76404', '054561', '02/08/2018', '2.00', '11', 'Singular']","['0P8188', '053793', '19/07/2018', '634.80', '132', 'Singular']","['075647', '070566', '17/07/2018', '2.00', '11', 'Singular(F)']","['B75622', '052775', '04/07/2018', '581.00', '122', 'Singular']","['B32379', '070222', '28/06/2018', '429.10', '91', 'Singular(F)']","['B32353', '052665', '27/06/2018', '822.00', '162', 'Singular']","['B56133', '069726', '07/06/2018', '126.40', '31', 'Singular(F)']","['B38765', '050848', '17/04/2018', '273.50', '61', 'Singular']","['B38274', '050666', '10/04/2018', '2.00', '11', 'Singular']","['039278', '040379', '28/03/2018', '813.50', '202', 'Intercommerce']","['B68082', '050125', '26/03/2018', '2.00', '11', 'Singular']","['B68069', '040290', '20/03/2018', '4.00', '21', 'Intercommerce']","['0N9854', '049789', '15/03/2018', '966.70', '172', 'Singular']","['B73277', '039812', '27/02/2018', '1214.80', '192', 'Intercommerce']","['B73269', '067566', '19/02/2018', '201.20', '51', 'Singular(F)']","['B73268', '067567', '19/02/2018', '387.70', '91', 'Singular(F)']","['GF3298', '048900', '16/02/2018', '10.00', '11', 'Singular']","['B65684', '039548', '07/02/2018', '3.00', '11', 'Intercommerce']","['AF0001', '003517', '06/02/2018', '192.00', '41', 'Intercommerce(F)']","['B69899', '039124', '24/01/2018', '1034.80', '192', 'Intercommerce']","['0N9697', '003166', '22/01/2018', '442.70', '112', 'Intercommerce(F)']","['GF4446', '066947', '08/01/2018', '230.30', '102', 'Singular(F)']","['GF4442', '066937', '20/12/2017', '2.40', '11', 'Singular(F)']","['GF4441', '002922', '19/12/2017', '5.00', '11', 'Intercommerce(F)']","['B65290', '038355', '18/12/2017', '3.00', '11', 'Intercommerce']","['B65281', '002829', '12/12/2017', '5.00', '21', 'Intercommerce(F)']","['GF3288', '001781', '26/09/2017', '3.00', '11', 'Intercommerce(F)']","['B64366', '001516', '04/09/2017', '231.00', '51', 'Intercommerce(F)']","['GF3121', '000868', '25/07/2017', '3.00', '11', 'Intercommerce(F)']","['GF3057', '065242', '02/06/2017', '8.00', '11', 'Singular(F)']","['GF3014', '000099', '09/05/2017', '10.00', '11', 'Intercommerce(F)']","['G2988A', '033714', '04/05/2017', '533.50', '112', 'Intercommerce']","['GF2988', '033612', '25/04/2017', '533.50', '112', 'Intercommerce']","['GF2989', '043275', '20/04/2017', '306.00', '71', 'Singular']","['B44108', '033260', '24/03/2017', '4.00', '11', 'Intercommerce']","['B54740', '033244', '24/03/2017', '2.00', '11', 'Intercommerce']","['GF2949', '042641', '23/03/2017', '2614.00', '622', 'Singular']","['GF2947', '063898', '23/03/2017', '1687.50', '332', 'Singular(F)']","['GF2833', '032303', '30/01/2017', '4032.00', '822', 'Intercommerce']","['GF2819', '062533', '20/01/2017', '314.00', '71', 'Singular(F)']","['GF2798', '062352', '10/01/2017', '3.00', '11', 'Singular(F)']","['GF2796', '031696', '09/01/2017', '456.40', '112', 'Intercommerce']","['GF2789', '062269', '14/12/2016', '38.00', '11', 'Singular(F)']",,,2018-10-02
786,G.J.SAO PAULO,G.J. COMERCIO E IMPORTACAO DE TECIDOS LTDA,"RUA LADEIRA PORTO GERAL, 731 ANDAR",CENTRO,SÃO PAULO,SP,01022-000,011 / 3325-0000 / ,72.948.359/0001-04,113.814.396.114,JOAO/GABRIEL/SILVIO,financeiro@gjtecidos.com,"['0R2776', '081901', '05/09/2019', '40.00', '21', 'Singular(F)']","['0G7758', '080985', '07/08/2019', '89.50', '21', 'Singular(F)']","['B97716', '080913', '06/08/2019', '50.00', '21', 'Singular(F)']","['GJ3107', '080679', '31/07/2019', '402.00', '162', 'Singular(F)']","['97715B', '080557', '26/07/2019', '50.00', '21', 'Singular(F)']","['0G7322', '080561', '26/07/2019', '75.00', '31', 'Singular(F)']","['007331', '080573', '26/07/2019', '50.00', '21', 'Singular(F)']","['007302', '080572', '26/07/2019', '541.20', '162', 'Singular(F)']","['B97715', '080421', '24/07/2019', '81.00', '21', 'Singular(F)']","['007324', '080373', '24/07/2019', '116.00', '31', 'Singular(F)']","['006075', '002896', '21/05/2019', '84.80', '41', 'FIBRA FANTASIA']","['0Q7658', '002387', '17/04/2019', '158.00', '81', 'FIO FANTASIA']","['0Q7705', '002313', '02/04/2019', '64.70', '31', 'FIO FANTASIA']","['0Q7656', '002282', '29/03/2019', '298.00', '51', 'FIO FANTASIA']","['GJ4242', '077663', '27/03/2019', '151.00', '31', 'Singular(F)']","['04237A', '077588', '26/03/2019', '231.00', '81', 'Singular(F)']","['0B4237', '077589', '26/03/2019', '240.00', '81', 'Singular(F)']","['04237C', '077590', '26/03/2019', '97.00', '31', 'Singular(F)']","['GJ4244', '077585', '26/03/2019', '80.00', '21', 'Singular(F)']","['0G4235', '077591', '26/03/2019', '386.50', '122', 'Singular(F)']","['4236_A', '077586', '26/03/2019', '90.00', '31', 'Singular(F)']","['4236_B', '077587', '26/03/2019', '37.00', '11', 'Singular(F)']","['GJ4246', '077592', '26/03/2019', '77.00', '21', 'Singular(F)']","['GJ4254', '077593', '26/03/2019', '160.00', '51', 'Singular(F)']","['04251A', '002705', '26/03/2019', '158.00', '51', 'FIBRA FANTASIA']","['004259', '002706', '26/03/2019', '43.10', '21', 'FIBRA FANTASIA']","['004264', '002707', '26/03/2019', '93.00', '31', 'FIBRA FANTASIA']","['000499', '060218', '05/12/2018', '20.90', '11', 'Singular']","['0Q2407', '059400', '14/11/2018', '91.60', '21', 'Singular']","['0Q2408', '059167', '09/11/2018', '102.80', '51', 'Singular']","['0Q2402', '058932', '31/10/2018', '75.70', '21', 'Singular']","['0Q2399', '058938', '31/10/2018', '71.00', '21', 'Singular']","['0Q2405', '041107', '29/10/2018', '182.40', '41', 'Intercommerce']","['Q2411A', '058637', '22/10/2018', '13.70', '11', 'Singular']","['0Q2412', '058611', '22/10/2018', '93.00', '21', 'Singular']","['0Q2409', '058530', '19/10/2018', '109.00', '21', 'Singular']","['B80129', '057988', '11/10/2018', '179.40', '41', 'Singular']","['B79746', '057864', '09/10/2018', '165.00', '61', 'Singular']","['B79747', '072790', '09/10/2018', '66.90', '21', 'Singular(F)']","['0P9598', '056124', '28/08/2018', '229.50', '51', 'Singular']","['0P9597', '055775', '24/08/2018', '188.00', '41', 'Singular']","['6183AA', '071007', '31/07/2018', '46.00', '11', 'Singular(F)']","['B76183', '070943', '30/07/2018', '50.00', '11', 'Singular(F)']","['76182A', '070932', '27/07/2018', '40.00', '11', 'Singular(F)']","['B76181', '070906', '26/07/2018', '278.00', '61', 'Singular(F)']","['B76180', '004734', '26/07/2018', '134.00', '21', 'Intercommerce(F)']","['B76184', '070860', '26/07/2018', '133.00', '31', 'Singular(F)']","['076182', '070877', '26/07/2018', '216.40', '51', 'Singular(F)']",,,2019-09-05
801,GERACAO ELAE,CONFECCOES GERACAO ELAE LTDA,"RUA AIMORÉS, 247",BOM RETIRO,SAO PAULO,SP,01122-011,11 / 3224-9252 / 3361-2894,46.924.221/0001-57,110.304.290.111,,elae@bol.com.br,"['B20102', '030162', '19/03/2015', '2589.00', '492', 'Singular']","['B20101', '023796', '18/03/2015', '518.10', '422', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-19
804,GEYSA (REPRES),GEYSA CORTES PALACIOS,"R. DR. HABERBECK BRANDAO, 68APTO 63",PLANALTO PAULISTA,SAO PAULO,SP,04027-040,011 / 572.9580 / COM.572.4952 / 8175-9854,40.614.379/768 -,RG 6.231.829,GEYSA,,"['B39251', 'Corte', '23/03/2018', '0.30', '11', 'Singular(F)']","['B73285', 'Corte', '22/02/2018', '3.00', '11', 'Singular(F)']","['B73284', 'Corte', '21/02/2018', '3.00', '11', 'Singular']","['B69857', 'Corte', '21/12/2017', '3.00', '11', 'Singular(F)']","['B44139', 'Corte', '11/04/2017', '3.00', '11', 'Singular(F)']","['B29810', 'Corte', '25/05/2015', '2.00', '11', 'Singular']","['GE1558', 'Corte', '13/04/2015', '3.00', '11', 'Singular(F)']","['E1448A', 'Corte', '06/03/2015', '2.00', '11', 'Singular']","['E1440A', 'Corte', '04/03/2015', '2.00', '11', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-23
